date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:12	130139/130139	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-university.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-university.html	(from )
21:49:12	1903/1903	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Apr%202025%2007:41:12%20GMT	https://html.topylo.com/robots.txt		(from )
21:49:12	9735/9735	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222607-679e3afa-8be9e1f2769eb988;br%22	https://html.topylo.com/istudy-prv/assets/images/logo/favicon.svg	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/logo/favicon.svg	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:12	294468/294468	---MCZ	200	added ('OK')	text/css	etag:W/%2247e44-679e3afa-a4a187b6cb222c3d;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/bootstrap.min.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/bootstrap.min.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:13	45115/45115	---MCZ	200	added ('OK')	text/css	etag:W/%22b03b-679e3afa-6e6fb644f7ca8928;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/animate.min.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/animate.min.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:13	21052/21052	---MCZ	200	added ('OK')	text/css	etag:W/%22523c-679e3afa-e9987c59a7f26ed1;br%22	https://html.topylo.com/istudy-prv/assets/css/plugins/swiper.min.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/plugins/swiper.min.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:13	7358/7358	---MCZ	200	added ('OK')	text/css	etag:W/%221cbe-679e3afa-9d874ac026ccae19;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/magnific-popup.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/magnific-popup.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:13	520674/520674	---MCZ	200	added ('OK')	text/css	etag:W/%227f1e2-679e3afa-972c55b559a6762e;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/fontawesome-pro.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/fontawesome-pro.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:13	4859/4859	---MCZ	200	added ('OK')	text/css	etag:W/%2212fb-679e3afa-b59083b7f5371ace;br%22	https://html.topylo.com/istudy-prv/assets/css/plugins/nouislider.min.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/plugins/nouislider.min.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:14	4590/4590	---MCZ	200	added ('OK')	text/css	etag:W/%2211ee-679e3afa-7705f0d605719b28;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/icomoon.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/icomoon.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:14	17244/17244	---MCZ	200	added ('OK')	text/css	etag:W/%22435c-679e3afa-9d6d30cf6873761a;br%22	https://html.topylo.com/istudy-prv/assets/css/vendor/spacing.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/vendor/spacing.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:14	15068/15068	---MCZ	200	added ('OK')	text/css	etag:W/%223adc-679e3afa-56455ae27127ef36;br%22	https://html.topylo.com/istudy-prv/assets/css/plugins/apexcharts.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/plugins/apexcharts.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:14	619471/619471	---MCZ	200	added ('OK')	text/css	etag:W/%22973cf-679e3afa-e3d5d86ce6478dad;br%22	https://html.topylo.com/istudy-prv/assets/css/main.css	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/css/main.css	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:15	3206/3206	---M--	200	added ('OK')	image/png	etag:%22c86-679e3afa-6e7b1f78c51512fb;;;%22	https://html.topylo.com/istudy-prv/assets/images/logo/preloader-icon.png	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/logo/preloader-icon.png	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:15	184162/184162	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:15	15998/15998	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e7e-679e3afa-d2138d1ac4bf1a8c;br%22	https://html.topylo.com/istudy-prv/assets/images/logo/logo.svg	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/logo/logo.svg	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:16	169578/169578	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-online-course.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-online-course.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:16	15156/15156	---M--	200	added ('OK')	image/webp	etag:%223b34-679e3afa-bd03763c81d2e9e7;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-1.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-1.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:16	16020/16020	---M--	200	added ('OK')	image/webp	etag:%223e94-679e3afa-896ee7bbbf14d4bf;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-2.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-2.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:17	13126/13126	---M--	200	added ('OK')	image/webp	etag:%223346-679e3afa-fdfa302d16a8983e;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-3.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-3.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:17	166140/166140	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-modern-schooling.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-modern-schooling.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:17	114079/114079	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-kindergarten.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-kindergarten.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:17	14762/14762	---M--	200	added ('OK')	image/webp	etag:%2239aa-679e3afa-b7f8ba9c6f9b088;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-4.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-4.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:18	124147/124147	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-quran-learning.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-quran-learning.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:18	13972/13972	---M--	200	added ('OK')	image/webp	etag:%223694-679e3afa-8fb8556b31a64f01;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-5.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-5.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:18	213324/213324	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-shop.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-shop.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:18	13600/13600	---M--	200	added ('OK')	image/webp	etag:%223520-679e3afa-e3c46c91d8e4f95a;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-6.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-6.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:19	118019/118019	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/index-language-academy.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/index-language-academy.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:19	17510/17510	---M--	200	added ('OK')	image/webp	etag:%224466-679e3afa-fd82fc3c17e9f312;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-7.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-7.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:19	3454/3454	---M--	200	added ('OK')	image/webp	etag:%22d7e-679e3afa-98e7082a2a01c20a;;;%22	https://html.topylo.com/istudy-prv/assets/images/menu/menu-home-soon.webp	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/assets/images/menu/menu-home-soon.webp	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:20	90600/90600	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/about-university.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/about-university.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:20	81200/81200	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/campus.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/campus.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:20	67753/67753	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/history.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/history.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:21	75475/75475	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/executive-leaders.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/executive-leaders.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:21	64933/64933	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/faculty-members.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/faculty-members.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:21	64602/64602	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/mvs.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/mvs.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:22	109805/109805	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-two.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-two.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:22	61894/61894	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/academic-calendar.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/academic-calendar.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:22	71529/71529	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/tuition-fees.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/tuition-fees.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:23	60549/60549	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/scholarships-financial-aid.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/scholarships-financial-aid.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:23	75787/75787	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/scholarships-financial-aid-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/scholarships-financial-aid-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:24	79418/79418	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/apply-online.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/apply-online.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:24	64747/64747	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/contact.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/contact.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:25	91209/91209	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/about-online-course.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/about-online-course.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:25	101907/101907	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/about-modern-schooling.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/about-modern-schooling.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:25	83790/83790	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/about-kindergarten.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/about-kindergarten.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:26	89581/89581	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/about-quran-learning.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/about-quran-learning.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:26	69994/69994	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/instructor.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/instructor.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:26	84946/84946	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/instructor-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/instructor-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:26	111450/111450	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/become-instructor.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/become-instructor.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:27	67274/67274	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/event.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/event.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:27	65825/65825	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/event-list.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/event-list.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:27	79445/79445	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/event-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/event-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:28	69209/69209	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/webinar-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/webinar-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:28	153834/153834	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:29	147199/147199	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-filter-search.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-filter-search.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:29	99603/99603	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-filter-category.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-filter-category.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:29	110908/110908	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:30	112718/112718	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-three.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-three.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:30	92091/92091	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-four.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-four.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:30	82813/82813	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-five.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-five.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:31	142428/142428	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-right.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-right.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:31	142542/142542	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-grid-left.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-grid-left.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:31	168632/168632	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-list-one.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-list-one.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:32	168740/168740	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-list-two.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-list-two.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:32	141206/141206	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-list-three.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-list-three.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:32	131565/131565	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:33	112619/112619	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-details-two.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-details-two.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:33	111598/111598	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/courses-details-three.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/courses-details-three.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:33	71890/71890	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/kindergarten-program-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/kindergarten-program-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:34	26179/26179	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/course-lesson.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/course-lesson.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:34	106031/106031	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/create-course.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/create-course.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:34	84564/84564	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/faq.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/faq.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:35	66113/66113	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/pricing-table.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/pricing-table.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:35	143666/143666	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/shop.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/shop.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:35	133511/133511	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/shop-v2.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/shop-v2.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:36	83370/83370	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/shop-details.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/shop-details.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:36	104532/104532	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/shop-details-two.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/shop-details-two.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:36	78676/78676	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/checkout.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/checkout.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:37	63437/63437	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/cart.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/cart.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:37	56770/56770	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/wishlist.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/wishlist.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:37	8753/8753	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/sign-in.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/sign-in.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:38	9335/9335	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/sign-up.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/sign-up.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:38	6904/6904	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/forgot.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/forgot.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:38	4771/4771	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:14%20GMT	https://html.topylo.com/istudy-prv/404.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/404.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:39	5408/5408	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/coming-soon.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/coming-soon.html	(from https://html.topylo.com/istudy-prv/index-university.html)
21:49:39	5428/5428	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2015:17:15%20GMT	https://html.topylo.com/istudy-prv/under-maintenance.html	C:/Users/dell/Desktop/University%20UOB/html.topylo.com/istudy-prv/under-maintenance.html	(from https://html.topylo.com/istudy-prv/index-university.html)
